,index,Utterance,Label,translated
3354,136,नहीं नहीं ये दिल की लाइन मैने बोल दी।,humor,"No, I did not speak the line of heart."
3355,137,आप क्यों कनफ्यूज कर रहे हैं दिलरुबा जी,non-humor,Why are you confused with Diliruba
3356,138,आप ठीक ठीक पढ़िए ना।,non-humor,Read OK OK
3357,139,ओके ओके,non-humor,Ok ok
3358,140,एक काम करते है।,non-humor,Do a job.
3359,141,वो महबूब वाली लाइन है ना मेरी वहां से शुरु करते हैं।,non-humor,She is a lane line or she starts from there.
3360,142,हा या या  एक मिनट आं ,non-humor,Ha or a minute
3361,143,क्या कर रहे है।,non-humor,What are you doing?
3362,144,टच अप। मेकअप।,humor,Touch upMakeup.
3363,145,अच्छा।,non-humor,Good.
3364,146,चलो शुरू करते हैं।,non-humor,Let's start.
3365,147,शुरू करते है रेडी,non-humor,Start Ready
3366,148,ऐक्शन,non-humor,Action
3367,149,थैंक्यू।,non-humor,Thanks
3368,150,मेरे मेहबूब मेरे प्रीतम मैं तुम्हें दिलो जान से प्यार करती हूँ,humor,My Mehboob my Pritam I love you
3369,151,मुझे अपनी बाहों में भर ले और चूम ले।,humor,Take me into your arms and kiss.
3370,152,मेरी रानी ​​मेरी प्रीतम मेरी मलिका।,non-humor,My queen my Pritam my Malika
3371,153,आ मेरी बाहों में आ मुझे तेरी आगोश में सोने दे।,humor,"Come in my arms, let me sleep in your lap."
3372,154,दिलरुबा के बच्चे,non-humor,Diluruba
3373,155,मेरी बीबी के आगोश में सोएगा,non-humor,My BB will sleep in the lag
3374,156,मैं तूझे मौत की नींद सुलाता हूं।,humor,I sleep my death.
3375,157,अरे केशू क्या कर रहे हो तुम,non-humor,Hey Keshu What are you doing
3376,158,अरे ये क्या कर रहा है,non-humor,Hey what's doing
3377,159,ये मुझे मेरे डायलडग करने में मेरी मदद कर रहे हैं।,humor,These are helping me in my dialing.
3378,160,डायलॉग,non-humor,Dialog
3379,161,हाँ।,non-humor,Yes.
3380,162,कल मेरा आउटडोर शूटिंग है ना।,non-humor,Yesterday is my outdoor shooting
3381,163,प्रोड्यूशर ने आज ही सारी लाइन्स भेज दी।,non-humor,Producer sent all the lines today.
3382,164,ये।,non-humor,these.
3383,165,आई एम सॉरी।,humor,I am sorry.
3384,166,कोई बात नहीं।,non-humor,No problem.
3385,167,शुरु शुरु में ऐसा होता है। बाद में आदत हो जाती है।,humor,It starts at the beginning.Later becomes habituated.
3386,168,नो प्रॉबलम।,non-humor,No problem.
3387,169,लगी तो नहीं।,non-humor,If not
3388,170,नहीं।,non-humor,No.
3389,171,कोकी जी।,non-humor,Koki ji
3390,172,हाँ।,non-humor,Yes.
3391,173,मैं कल आपके आगोश में आ जाता हूं।,humor,I come to your lap tomorrow.
3392,174,क्या,non-humor,What
3393,175,मतलब,non-humor,Meaning
3394,176,कल रिहर्सल के लिए आ जाता हूं।,non-humor,I come to rehearsals yesterday.
3395,177,अच्छा ठीक है।,non-humor,"Ok, good."
3396,178,वो वाला भी है ना है,non-humor,She is not too
3397,179,हाँ हाँ,non-humor,Yes Yes
3398,180,बाय।,non-humor,Bye.
3399,181,बाय बाय बाय,humor,Bye bye
3400,182,बाय।,non-humor,Bye.
3401,183,बाय।,non-humor,Bye.
3402,184,खामखा मार दिया।,non-humor,Shawkha killed.
3403,185,फिल्म का नाम क्या है,non-humor,what is the name of the film
3404,186,रंग में भंग।,humor,Disruption in happiness.
3405,188,ये ले। पिछले साल बॉस ने मुझे ये फाइल दी थी।,non-humor,Take thisLast year the boss gave me this file.
3406,189,आज कम्पलीट हो गई। दे दे।,humor,Today it became integrated.Give it.
3407,190,ऐ गोखले एक्टिंग के मूड में हो  क्या,non-humor,What are you in the mood of a gokly acting
3408,191,आज मैं खुदखुशी के मूड में हूं।,non-humor,Today I am in the mood of Khudhu.
3409,192,खुदखुशी क्यों,non-humor,Why selfish
3410,193,यार वो प्रोड्यूशर फ्रॉड निकला।,humor,Man came out of the producer fraud.
3411,194,वो खानदान की इज्ज़त वाला,non-humor,Healthy
3412,195,हाँ यार।,non-humor,"Yes, dude."
3413,196,उसने स्क्रीन टेस्ट के लिए मुझसे 25000 रुपये लिए ।,non-humor,He for 25000 rupees for the screen test.
3414,197,और आज जा के देखा। तो ऑफिस बंद।,humor,And see today.So Office Off
3415,198,मैं जानता था गोखले तू फसने वाला है।,non-humor,I knew Gokhale you are going to cry.
3416,199,इतना ही नहीं और पूछताछ करने पर,non-humor,Not only about and inquire
3417,200,पता चला कि उसका तो यही धंधा है।,non-humor,It was found that it is the business.
3418,201,अखबार में इस्तिहार देता है और लोगों को फसाता है।,non-humor,Preside in the newspaper and the people suffer.
3419,202,नाम क्या है उस प्रोड्यूशर का,non-humor,What is the name of that producer
3420,203,हीरालाल,non-humor,Hiralal
3421,204,हीरालाल,humor,Hiralal
3422,205,हेरीलाल,non-humor,Herilal
3423,206,कही वो हीरालाल मोतीलाल प्रोडक्शंस तो नही हैं,non-humor,He is not a Hiralal Motilal Productions
3424,207,तूझे कैसे पता,non-humor,How do you know
3425,208,अरे कोकी उसकी फिल्म में काम कर रही है।,non-humor,Hey Koki is working in his film.
3426,209,क्या,non-humor,What
3427,210,हाँ। आज शूटिंग पर गई हैं।,non-humor,Yes.Today has gone on shooting.
3428,211,और शाम को आउटडोर जाने वाली है।,non-humor,And in the evening is going to go outdoor.
3429,212,और तूने उनको जाने दिया,non-humor,And you let them go
3430,213,मैं कैसे मना करता,non-humor,I refuse
3431,214,प्रेमा जी भी उसमें काम कर रही हैं।,non-humor,Prema ji is also working in it.
3432,215,तूने प्रेमा जी से ये बात कनफर्म की,non-humor,You should not talk to Prema ji
3433,216,नहीं।,humor,No.
3434,217,ओ माई गॉड,humor,O my god
3435,218,मेरा फोन,non-humor,My phone
3436,219,हैलो।,non-humor,Hello.
3437,220,प्रेमा जी क्या आप हीरालाल मोतीलाल प्रोडक्शन वाले को जानती हैं,non-humor,You know the Hiralal Motilal Production Hon'ble
3438,221,हीरालाल मोतीलाल प्रोडक्शंस,non-humor,Hiralal Motilal Productions
3439,222,केशू जी मैं इतने सालों से फिल्म इन्डस्ट्री में हूं।,non-humor,Keshu ji I have been in the film industry for so many years.
3440,223,मैंने इस प्रोडक्शन का नाम कभी नहीं सुना।,humor,I never heard the name of this production.
3441,224,य़श आई एम श्योर मैं  इस प्रोडक्शन के साथ कोई भी फिल्म नहीं कर रही हूं।,humor,I am not doing any film with this production.
3442,225,बाय।,non-humor,Bye.
3443,226,ओ माई गॉड,humor,O my god
3444,227,गोखले कोकी की जान  खतरे में है। गोखले,humor,Gokhale Koki's life is in danger.Gokhale
3445,228,और तेरी इज्जत।,humor,And your respect.
3446,229,हीरालाल को छोडूंगा नहीं मैं। हर हर महादेव,humor,I will not leave HiralalEverywhere Shiva
3447,230,चल।,humor,Ambulatory.
3448,232,एक्सक्यूज़ मी।,non-humor,Excuse m
3449,233,यू एक्सक्यूज़ मी।,humor,U Excuse m
3450,234,आप को भी शूटिंग के लिए बुलाया है मैडम,non-humor,You've also called for Shooting Madam
3451,235,हाँ।,non-humor,Yes.
3452,236,अरी ओ अंदर मत जाना।,non-humor,Do not go inside
3453,237,क्यों,non-humor,Why
3454,238,ऑफिस में अंदर बहुत गड़बड़।,non-humor,Very mess in the office
3455,239,क्या गड़बड़,non-humor,What mess
3456,240,ये लोग बहुत बदमाश हैं।,non-humor,These people are very badass.
3457,241,लड़कियों को हीरोइन बनाने के बहाने से बुलाते हैं।,non-humor,Girls call from the excuse to make heroine.
3458,242,और फिर उनकी,non-humor,And then their
3459,243,जानती हूं तुम दोनो मुझे अंदर क्यों नहीं जाने देना चाहती।,non-humor,I know why you do not want to let me go inside.
3460,244,क्यों,non-humor,Why
3461,245,क्योंकि हीरोइन का रोल तुम दोनो को नहीं मिला।,non-humor,Because the roll of heroine did not get both of you.
3462,246,और मुझे मिला। तुम दोनो मुझसे जलती हो।,non-humor,And I got it.You both burn me
3463,247,जल कुकणी कहीं की और मैं जलपरी कहीं की।,humor,Water Kushani somewhere and I am somewhere somewhere.
3464,248,मैडम मैडम मैडम प्लीज मत जाइए अंदर।,non-humor,Please do not go to Madam Madam Madam.
3465,250,उसको 5 बजे बुलाना।,non-humor,Call him at 5 o'clock
3466,251,अरे वो जो माधुरी दीक्षित बनने आई है ना।,non-humor,"Hey, who has come to Madhuri Dixit,"
3467,252,पहले 3330 बजे तक इसको निपटा देते हैं।,non-humor,First deal with it till 3330.
3468,253,हां राइट,non-humor,Yes right
3469,254,ये अभी तक आई नहीं।,non-humor,It has not yet come.
3470,255,मैं अंदर आ जाऊं,humor,I come in
3471,256,नमस्ते।,non-humor,Hi.
3472,257,नमस्ते नमस्ते भानु प्रिया जी।,non-humor,Hello Namaste Bhanu Priya ji
3473,258,मधु प्रिया।,humor,Madhu Priya
3474,259,ओह सॉरी,non-humor,Oh sorry
3475,260,इस बैग में कपड़े और गहने सब हैं।,non-humor,There are all clothes and jewelry in this bag.
3476,261,वेरी गुड। नाइस नाइस ,non-humor,very good.Nice nice
3477,262,तो मैखाना बंगलो चलें,non-humor,So let me go
3478,263,नहीं नहीं एक्चुअली रिहर्सल यहां पर करेंगे।,non-humor,No unchifully rehearsal will do here.
3479,264,टेक वहां पे करेंगे।,humor,Tech will pay there.
3480,265,पर आवर के हिसाब से पैसा लगता है ना।,non-humor,But it seems money according to the hour.
3481,266,तो यहां का पैसा बचेगा।,non-humor,So the money here will survive.
3482,267,हां फिल्म का बजट भी बढ़ जाता है ना।,non-humor,"Yes, the budget budget also increases."
3483,268,अच्छा अच्छा।,non-humor,Good good.
3484,269,तो कौन से सीन की रिहर्सल करनी है आज,non-humor,So which scene has to be rehearsal today
3485,270,लव सीन।,humor,Love scene
3486,271,अकु बाई लव सीन।,humor,Aku Bai Love Seine
3487,272,अब इस फील्ड में कूद ही गए हैं तो क्या लव सीन क्या दूसरा सीन।,non-humor,"Now, if you have jumped into this field then what is the second scene?"
3488,273,सब एडजस्ट हो जाएगा।,humor,All will be adjusted.
3489,274,क्या बात है,non-humor,What is the matter
3490,275,किसके साथ है मेरी रिहर्सल,non-humor,With whom is my rehearsal
3491,276,मेरे साथ।,humor,with me.
3492,277,डायरेक्टर कौन है,non-humor,Who is director
3493,278,आप।,non-humor,You.
3494,279,तो औकात में रह ना।,non-humor,So do not stay in the formula
3495,280,चलिए चलिए आप,non-humor,Let's go you
3496,281,तो आप यहां पर ,non-humor,So you here
3497,282,बैठ जाऊं,humor,Sit down
3498,283,नहीं नहीं लेट जाइए।,humor,Do not lie down.
3499,284,क्या,non-humor,What
3500,285,नो प्रॉबलम।,non-humor,No problem.
3501,286,तो ऐसा है आप हीरोइन  हैं।,non-humor,So that's the heroine.
3502,287,वो तो मैं हूं।,humor,That's what I am.
3503,288,और मैं हीरो।,non-humor,And I Hero
3504,289,आप हीरो,humor,You Hero
3505,290,एसा समझिए समझिए।।,non-humor,Think like this ..
3506,291,ऐसा है कि हीरो यहां से  आता है।,non-humor,It is such that hero comes from here.
3507,292,और हीरोइन यहां से आती है।,humor,And the heroine comes from here.
3508,293,नहीं नहीं कट कट शॉट गड़बड़ हो गया।,non-humor,No cut cut shot got fucked.
3509,294,हीरोइन यहां से आती है।,non-humor,Heroine comes from here.
3510,295,और हीरो यहा से आता है।,non-humor,And the hero comes from here.
3511,296,और हीरोइन को ,non-humor,And to heroine
3512,297,हीरोइन को क्या,non-humor,What to heroine
3513,298,अरे क्या है कुछ समझ में नहीं आता हैं।,non-humor,Hey do not understand what's there.
3514,299,मैं बताता हूं। होंठ अइसा करने का है।,humor,I tell you.Lip is to do it.
3515,300,मैं बताता हूं।,non-humor,I tell you.
3516,301,होंठ अइसा करो।,humor,Do the lips.
3517,302,इन्सपेक्टर।,non-humor,Inspector
3518,303,अरे इंस्पेक्टर तो क्लाइमेक्स में आता है ना।,humor,Hey Inspector comes in Climax
3519,304,नहीं।,non-humor,No.
3520,305,हमारी कहांनी में थोड़ा जल्दी आते हैं। इंस्पेक्टर,non-humor,We come slightly in our friends.Inspector
3521,306,इंस्पेक्टर साहब इन लुच्चो टुच्चो लफंगों इन इन।।,non-humor,Inspector Sahab in these logo tucch lafangs in these ..
3522,307,बदमाश।,humor,Rogue.
3523,308, बदमाशों को,humor,Badmash
3524,309,तुरन्त गिरफ्तार करके ले जाइए यहा से।,non-humor,Take it immediately by arresting.
3525,310,चल चल,non-humor,Walking
3526,311,कट इट ओके।,humor,Cut it ok
3527,313,हटो ,non-humor,Move
3528,314,सर धक्का मत दो ।।,non-humor,Do not push the head.
3529,315,हटो ,non-humor,Move
3530,316,मैं तुम्हें उपहार दूंगा।,non-humor,I will give you gifts.
3531,317,ऐ यही है यही है हीरालाल मोतीलाल,non-humor,This is the same Hiralal Motilal
3532,318,हीरा का हीरा खतम मोती को मोती खतम।,humor,Diamond's diamond finished pearl pearls.
3533,319,अरे इधर पुरा करियर खतम यार।,non-humor,Hey here's the whole career.
3534,320,25000 का क्या किया,non-humor,What did 25000
3535,321,मेरे मेरे 25000 ।।,humor,My 25000 ..
3536,322,गोखले कोकी इम्पॉर्टेंट है या तेरे 25000 रुपये,humor,Gokhale is a coci emptent or your 25000 rupees
3537,323,तू इसमें सोच क्या रहा है,humor,What are you thinking about it
3538,324,नहीं नहीं,non-humor,No. No
3539,325,कोकी भाभी ऑवियसलि ।,non-humor,Koki Bhabhi Obwiosali
3540,326,तो फिर,non-humor,Then
3541,327,मैं विलायत भेज दूंगा।,humor,I will send a reconciliation.
3542,328,चल चल ,non-humor,Walking
3543,330,मैडम मैडम एक्सक्यूज मी। आपने मेरी कोकिला कुलकर्णी को देखा है,non-humor,Madam Madam Exxus MeYou have seen my Kokila Kulkarni
3544,331,गोखले मेरी कोकी कहाँ है कहाँ है मेरी कोकी,non-humor,Where is my coci where is my cock
3545,332,अरे मुझे क्या पता ,non-humor,Hey know me
3546,333,केशू,non-humor,Keshu
3547,334,कोकी। कोकी। मेरी चकूली।,non-humor,KokiKokiMy chickets
3548,335,अरे क्या कर रहे हो।,non-humor,Hey what are you doing.
3549,336,कोकी।,non-humor,Koki
3550,337,उस हीरा लाल मोतीलाल ने तुम्हारे साथ कुछ गलत तो नहीं किया ना,non-humor,That diamond red Motilal did not do anything wrong with you
3551,338,छै। उल्टा मैंने उन्को भगा दिया।,non-humor,ChaiInverted I dropped them.
3552,339,अरे वाह कोकी भाभी,non-humor,Hey wah koki bhabhi
3553,340,आप तो सचमुच में एक्शन फिल्म की हीरोइन बन गईं ।,non-humor,You really became a heroine of action film.
3554,341,कोकी तुमने उन दोनो को भगाया कैसे,non-humor,How do you struck both of them
3555,342,बताऊं,non-humor,Tell
3556,343,मुझे सीखना है। मुझे बताओ।,non-humor,I have to learn.Tell me.
3557,344,तुम्हें बता रही हूँ।,non-humor,I'm telling you.
3558,345,हां।,non-humor,Yes.
3559,346,सॉरी केशू।,humor,Sorry Keshu
3560,347,सॉरी आं।,humor,Sorry
3561,348,कोकी,humor,Koki
3562,350,डॉल,non-humor,Doll
3563,351,क्या है ये,non-humor,what is this
3564,352,डॉल,non-humor,Doll
3565,353,वाट इज़ दिस वाट इज़ दिस,non-humor,Wat Is This Wat Is It
3566,354,डॉल मैंने क्या किया मैंने  कुछ नहीं किया। आई एम इनोसेंट।,non-humor,Doll I did nothing I did.I'm Innocent
3567,355,कुछ नहीं किया,non-humor,Have done nothing
3568,356,तुम्हारी चोरी पकड़ी गई।,non-humor,Your stolen was caught.
3569,357,अरे डॉल। क्या चोरी कैसी चोरी,non-humor,Hey DollWhat theft
3570,358,मैंने क्या चोरी की है,non-humor,What i have stolen
3571,359,तुम्हें ग़लतफहमी हुई है,non-humor,You have a misconception
3572,360,मुझे गलतफहमी हुई है,humor,I'm misunderstood
3573,361,लव लेटर तुमने पड़ोसन को लिखा है,humor,Love letter you have written to the neighbor
3574,362,और गलतफहमी मुझे हुई है,humor,And misunderstanding me
3575,363,क्या लिखा है मैंने क्या लिखा है,non-humor,What I wrote
3576,364,मेरी प्यारी डैश डैश डैश,humor,My sweet dash dash dash
3577,365,कोन है ये डैश डैश डैश,humor,Who is these dash dash dash
3578,366,अरे ये तो मैं प्रैकटिस कर रहा था डॉल फिल्म की स्क्रीप्ट लिखने के लिए।,humor,"Hey, I was prettyed to write script of doll film."
3579,367,ओ फिल्म के डायलॉग इतने घटिया होते हैं।,humor,O movie dialogues are so poor.
3580,368,कल तुम्हारे हांथ के पकौड़े खाए और उनकी याद में मैने रात भर डकार मारी।,humor,"Tomorrow you eat pakodas and in their memory, I died overnight."
3581,369,और तुम मुझे पकोड़े खिलाती गईं और मैं खाता गया। डकार ,humor,And you fed me pakor and I got it.Burp
3582,370,मैं झूठ नहीं बोल रहा हूँ डॉल।,non-humor,I'm not lying dolls
3583,371,मुझे अभी भी डकार आ  रहा हूँ। देखो।,humor,I'm still coming.See.
3584,372,छी,humor,Shit
3585,373,किसके साथ खाए पकोड़े ,non-humor,With whom do you eat
3586,374,कल्पना के साथ।,non-humor,With imagination
3587,375,कल्पना,humor,imagination
3588,376,नया चक्कर कौन है ये कल्पना,humor,Who is the new affair
3589,377,कल्पना अरे बाबा। कल्पना मीन्स इमैजीनेशन।,non-humor,Imagine Hey BabaImagine Means Imagination
3590,378,या  इमैजीनेशन  कल्पना।,non-humor,Or Imagination Imagine
3591,379,कल्पना के साथ मैंने खाया था।,humor,I had eaten with imagination.
3592,380,तो इमैजीनेशन के साथ पकौड़े खाए।,humor,So eat pakodes with immunization.
3593,381,तुम्हारी हसी मुझे बहुत प्यारी लगती है।,non-humor,Your Hussey looks very sweet to me.
3594,382,तुम्हारे एक एक मुस्कान पर मेरे लाखों जन्म  कुर्बान।,humor,Millions of birth on one of your smiles
3595,383,डॉल अरे बाबा कैसे समझाऊँ तुम्हें,non-humor,How do you explain Doll Hey Baba
3596,384,ये हीरो हीरोइन से कहता है।,non-humor,These heroes say to heroine.
3597,385,कि तुम्हारी हसी मुझे बहुत प्यारी लगती है।,non-humor,That your luck looks very sweet.
3598,386,यू नो फिल्म का डायलॉग है। या।,non-humor,There is a dialog of a no film.or.
3599,387,मैं अच्छी तरह से जानती हूं इस फिल्म का हीरो कौन है,non-humor,I know well who is the hero of this movie
3600,388,और हीरोइन कौन है,humor,And who is heroine
3601,389,कौन,non-humor,Who
3602,390,मैं तुम्हें नहीं बताऊंगी।,non-humor,I will not tell you
3603,391,कोर्ट में बताऊंगी।,non-humor,I will tell in the court.
3604,392,कोर्ट में क्यों,non-humor,Why in court
3605,393,हाँ मैं वकील के पास जा रही हूं तुम्हें डाइवोर्स देने,humor,Yes I am going to lawyer to give you divers
3606,394,डाइवोर्स,non-humor,Divors
3607,395,तुम मुझे डाइवोर्स दोगी कोई जरुरत नहीं,non-humor,You will not need me to divors
3608,396,मैं उसके पहले इस घर से बाहर जाता हूँ,non-humor,I go out of this house before
3609,397,घर से निकल जाता हूं। आई एम गोइंग।,non-humor,I go out of the house.I'm Going
3610,398,ओके फाइन। गो।,humor,OK FineGo.
3611,399,और दुबारा अपनी गंदी सकल मुझे दिखाना मत। समझे,non-humor,And do not show me your filthy gross.Understand
3612,400,गंदी सकल तुम्हें दिखाए मेरी जूती।,humor,The dirty gross showed you my shoe.
3613,401,गेट आउट,non-humor,get out
3614,402,या आई एम गोइंग।,non-humor,Or I'm Going
3615,403,ओ डॉल प्लीज रोक लो ना मुझे।,humor,O Doll please stop me
3616,404,रोक ही नहीं रही है ये तो।,humor,It has not been stopped.
3617,405,क्या है,humor,What
3618,406,क्या है,non-humor,What
3619,407,तुमने मुझे पुकारा,non-humor,You called me
3620,408,तुम्हें पुकारे मेरी जूती,humor,You call me my shoe
3621,409,गेट आउट,non-humor,get out
3622,410,एक बार ,humor,Once
3623,411,गो,non-humor,Go
3624,412,बस एक बार ,humor,Only once
3625,413,आउट,non-humor,Out
3626,414,अरे,humor,Oho
3627,415,गो,non-humor,Go
3628,416,डॉल एक लास्ट चान्स देता हूं मैं हां।,humor,Doll gives a last chance I am
3629,418,ओके। आई विल गो।,non-humor,Ok.I'll go
3630,419,मैं अब बहार जा रहा हूँ।,humor,I'm going to be out now
3631,420,हे ।।,non-humor,This is ..
3632,421,अब क्या है,non-humor,What is now
3633,422,पछता रही हो ना नो प्रॉबलम। सॉरी मत बोलो।,humor,Are not regret or no problemDo not say sorry.
3634,423,आई फॉरगिव यू।,humor,I forgradu
3635,424,शट अप,humor,shut up
3636,425,गेट आउट।,non-humor,get out.
3637,426,अब दुबारा आए ना तो इस फूलदान से तुम्हारी पीटाई होगी।,non-humor,"Now come again, neither will you be beaten by this vase."
3638,427,इस घर में अब वापस आएगी मेरी जूती,humor,My shoe will come back in this house now
3639,428,आई एम गोइंग।,humor,I'm Going
3640,429,शटिग द डोर ऑलसो। टाटा,humor,Shutig the Door OlsoBye
3641,431,मैं वकील मैं वकील,humor,I lawyer i lawyer
3642,432,आप बोलो तो मैं चला जाता हूं बाद में आता हूं।,humor,If you speak then I go later.
3643,433,नो नो वकील साहब अच्छा हुआ आप आगए।,non-humor,No no lawyer sahab was good you
3644,434,मैं आपको फोन करने वाली थी।,non-humor,I was going to call you.
3645,435,मुझे,non-humor,Me
3646,436,आइए आइए।,non-humor,Let's come.
3647,437,बैठिए।,non-humor,have a seat.
3648,438,चलेगा ना ओके।,humor,Do not run OK
3649,439,बैठिये बैठिये।,non-humor,Sit down
3650,440,तो आपको सब पता चल गया।,non-humor,So you all know.
3651,441,क्या,non-humor,What
3652,442,तो ​​आपको पता नहीं चला।,non-humor,So you did not know.
3653,443,आपके जो दादा जी थे जो 40 सालों से अमेरिका में सैटल थे उनका देहांत हो गया।,non-humor,"Your grandfather who was Satal in America for 40 years, he died."
3654,444,ओ। कितने साल के थे,non-humor,O.How old were
3655,445,90 साल के।,humor,90 years old
3656,446,फिर तो  ठीक है ना। उमर भी हो गई थी। 90 साल।,humor,Then right nowOmar was also done.90 years
3657,447,उन्होंने आपके नाम पे 1 करोड़ रुपया रखा है।,humor,They have kept 1 crore rupees on your name.
3658,448,दादू,humor,Dadu
3659,449,मेरे दादू,humor,My dadu
3660,450,चले गए।,humor,gone.
3661,451,ओ माई गॉड,humor,O my god
3662,452,अरे आप रो क्यों रहे हो,non-humor,Why are you crying
3663,453,वो तो 90 साल के थे ना।,humor,He was 90 years old
3664,454,कैसी बातें कर रहे हैं आप वकील साब।,humor,What are you talking about lawyer Saab?
3665,455,मेरे दादू का स्वर्गवास हो गया,humor,My Dadu's heaven
3666,456,और आप मुझसे पूछ रहे है कि मैं क्यों रो रही हूं,humor,And you are asking me why I am crying
3667,457,सॉरी आ सॉरी।,non-humor,Sorry
3668,458,कितने पैसे बताए आप ने,humor,How much money you tell
3669,459,1 करोड़।,non-humor,1 crore
3670,460,ओ दादू आई मिस यू,humor,O Dadui Miss Yu
3671,461,आपकी आदत सी हो गई थी मुझे।,humor,Your habit had become me
3672,462,कब मिलेंगे,non-humor,When will meet
3673,463,अभी कहां से। वो तो चले गए ना।,humor,Where nowHe did not go
3674,464,आपको जाना पड़ेगा।,humor,You have to go
3675,465,मैं पैसों की बात कर रही हूं।,non-humor,I am talking about money.
3676,466,अच्छा अच्छा वो।,non-humor,Well good
3677,467,वो आपके चचेरे भाई हैं ना   गुरुनाथ जी।,non-humor,He is your cousin or Gurunath ji.
3678,468,वो वसीयत ले के आ रहे हैं।,non-humor,They are coming to take the will.
3679,469,आज ही आ रहे हैं अमेरिका से आपका घर देखने।,non-humor,Today you are coming to see your home from America.
3680,470,ओ। फिर तो मैं घर की साफ सफाई कर देती हूं।,non-humor,O.Then I make cleanliness of the house.
3681,471,नहीं नहीं आपके घर की साफ सफाई देखने नहीं आ रहे हैं।,humor,"No, no cleanliness of your house are not coming."
3682,472,तो फिर क्या देखने आ रहे हैं,non-humor,So what are you looking at
3683,473,देखिए आपके दादा जी ने वसीयत में एक शर्त रखी है।,non-humor,See your grandfather has kept a condition in the will.
3684,474,क्या शर्त रखी दादू ने,non-humor,What bet kept Dadu
3685,475,शर्त यह है कि आपको वो 1 करोड़ रुपये,non-humor,The condition is that you get Rs 1 crore
3686,476,तभी मिलेंगे जब गुरुनाथ जी आ के तसल्ली कर लेंगे,non-humor,Only when Gurunath ji will relax
3687,477,कि आप और आपके पति प्यार से,non-humor,That you and your husband love
3688,478,मिल जुल कर एक ही छत के नीचे रहते हैं।,non-humor,Mill julls live under the same roof.
3689,479,ओह ओह।,non-humor,Oh oh
3690,480,उसमें तो कोई प्रॉबलम नहीं है वकील साहब।,non-humor,There is no proposal in lawyer.
3691,481,मैं और दिल ना एक दूसरे से बहुत प्यार करते है।,non-humor,I love and love a lot from each other.
3692,482,हम बहुत खुश हैं एक साथ।,humor,We are very happy together together.
3693,483,वो एक करोड़ तो मेरे ही हैं समझो।,non-humor,They are one crore then I think.
3694,484,अभी मिले थे  दिलरुबा जी।,humor,Diliruba ji
3695,485,वो कह रहे थे उन्होंने आपको मेरा मतलब आपने उनको छोड़ दिया।,humor,He was saying that he meant you left them.
3696,486,नो। नो गलतफहमी हुई है आपको।,non-humor,No.No misunderstanding you have
3697,487,वो तो मैंने दिल को ऐसे बाहर  टहलने के लिए छोड़ दिया है।,humor,He has left the heart to a walk outside.
3698,488,घर का रास्ता पता है उसको। शाम तक वापस आजाएगा।,humor,Know the way homeTill the evening will come back.
3699,489,नॉट टू वोर्री ऐट ऑल।,non-humor,Not to Vorri At All
3700,490,देखिए प्रेमा जी।,non-humor,See Prema ji
3701,491,एक बात समझ लीजिए,non-humor,Understand one thing
3702,492,अगर गुरुनाथ जी को ये बात जरा भी समझ में आई,non-humor,If Gurunath ji came to understand this thing
3703,493,कि आपके और आपके पति के बीच टेंशन चल रही है,non-humor,That tension is going on between you and your husband
3704,494,तो वो 1 करोड़ रुपये जो आपको मिलने वाला थे,non-humor,So that's Rs 1 crore which you were going to get
3705,495,वो गुरुनाथ जी को मिल जाएंगे।,non-humor,He will meet Gurunath ji.
3706,496,और आपको मिलेगा 1000 रुपया पर मंथ।,humor,And you will get 30 rupees.
3707,497,1000 रुपये पर मंथ,non-humor,Month at Rs 1000
3708,498,मतलब कनविंस,non-humor,Meaning Convincee
3709,499,वो भी टीडीएस काट के।,humor,He also cut TDS.
3710,500,ओ नो नो नो। आई वान्ट 1 करोड़।,humor,O no no no.I Want 1 million
3711,501,पता नहीं दिल को कैसे और कहां से वापस लाऊं,non-humor,Do not know how to get the heart and back
3712,0,सर,non-humor,Sir
3713,1,मैं प्रेमा शालिनी के बारे में सोचता तक नहीं हूं।,non-humor,I do not think about Prema Shalini.
3714,2,जानता हूं मैं।,non-humor,I know
3715,3,पर ये थर्ड क्लास कुलकर्णी को सोचने में मदद तो करते हो,humor,But they help in thinking third class Kulkarni
3716,4,सर आप मुझपे गलत इलजाम लगा रहे हैं सर,humor,"Sir, you are misbehaving me"
3717,5,सर सर सर  गोखले को गुस्सा आ रहा है। आप यहा से चले जाइए सर।,non-humor,Sir Sir Sir Gokhale is angry.You go from here.
3718,6,मैं मैं मैं क्यों जाऊं,non-humor,I why i go i
3719,7,इसे कहो बाहर जा कर अपने टेबल पर जाकर बैठे।,non-humor,Say it out and visiting your table.
3720,8,और इत्ता ही गुस्सा आ रहा है तो ठंडा पानी पीले।,non-humor,And the key is getting angry then the cold water yellow.
3721,9,अगर मुझे गुस्सा आ गया ना तो इसका क्या बनेगा तुम्हें पता नहीं है,non-humor,"If I got angry, you will not know what it will be"
3722,10,क्या बनेगा सर,non-humor,What will be made
3723,11,बैगन का भर्ता,humor,Bagan's Bharat
3724,12,वन टू थ्री,humor,one two Three
3725,13,बॉस की टाई मेरे मुँह में कैसे आई,humor,How did the boss tie come in my mouth
3726,14,तुने खुद खाई।,humor,You ditch yourself.
