,index,Utterance,Label
3739,28,"मम्मी, मुझे नानी के घर जाना है।",humor
3740,29,"चिंटू, कल से कम से कम 100 बार मैंने तुम्हें समझाया है कि हम",non-humor
3741,30,"गर्मियों की छुट्टियों में नानी के घर जाएंगे। अब, सू।",non-humor
3742,31,लेकिन गर्मियों की छुट्टियों में क्यूं?,non-humor
3743,32,"क्योंकि तभी तुम्हें आम खाने मिलेंगे, बेटा।",non-humor
3744,33,"मम्मी, मुझे चीकू भी चलेगा",humor
3745,34,लेकिन मुझे नानी के घर अभी जाना है!,non-humor
3746,35,"देखो, कल तक, मेरा सिर्फ मुंह चल रहा था।",non-humor
3747,36,आज मेरे हाथ चलने शुरु हो जाएंगे!,humor
3748,37,ऐसे लगाउंगी ना नानी याद आ जाएगी!,non-humor
3749,38,नानी की याद आ रही है तभी तो नानी के घर जाना है!,humor
3750,39,अरु उठु का!,humor
3751,41,"अरे! दिलरुबा जी, आप!",non-humor
3752,42,"हां, मैं भी यहीं रहता हूं।",humor
3753,43,आप कहीं जा रहे थे?,non-humor
3754,44,"हां, मैं डॉल के शूटिंग तक जा के आता हू।",non-humor
3755,45,आप चलेंगे मेरे साथ?,non-humor
3756,46,"नहीं, मैं जरा बिजी हो तो जाके आता हु हूं।",non-humor
3757,47,"ओह, यकमाल है! वैसे तो, तुम बिन बुलाए शूटिंग पर पहुच जाते हो।",humor
3758,48,"लेकिन जब मैं बुला रहा हूं, तो मैं बिजी हूं।",non-humor
3759,49,"दिलरुबा जी, आपके पास थोड़ा टाइम है टाइम?",non-humor
3760,50,मेरे पास टाइम और डॉल के सिवा और है ही क्या?,humor
3761,51,तो आप जरा प्लीज मुझे बताएँगे की ये घड़ी में टाइम क्या हुआ है।,non-humor
3762,52,इस घडी में?- हां।,humor
3763,53,"आप मुझे शिंदी लगा रहे है... ये घडी कहा है, ये तो गाड़ी है।",humor
3764,54,"आप देखते रहिए देखते रहिए, आपको थोड़ी देर के बाद घडी नज़र आएगी।",humor
3765,55,देखते रहिए,non-humor
3766,56,या या ये घडी है।,humor
3767,57,"इम्पोर्टेड है, कहा से ली, कितने की है?",non-humor
3768,58,दिलरुबा जी आपकी आँखें भरी हो रही हैं।,humor
3769,59,आप बैठ गए हैं।,non-humor
3770,60,अब आप सो गए हैं।,humor
3771,61,"दिलरुबा जी, अब मेरी बात ध्यान से सुनिए।",non-humor
3772,62,आप वही करेंगे जो मैं कहुंगा।।,humor
3773,63,आप प्रेमा जी की शूटिंग पर जाएंगे।,non-humor
3774,64,"वहां जैसे ही डायरेक्टर, 'स्टार्ट साउंड' बोलेगा",non-humor
3775,65,आप चार्ज्ड अप हो जाएंगे!,humor
3776,66,गुड गुड गुड गुड..,non-humor
3777,67,"जैसे ही डायरेक्टर कहेगा, 'रोल कैमरा'",non-humor
3778,68,आप पोजीशन ले लेंगे।,humor
3779,69,फाइट सिकवेंस की पोजिशन।,humor
3780,70,"और जैसे हीडायरेक्टर कहेगा, 'एक्शन'",non-humor
3781,71,आप फ्रीस्टाइल बॉक्सर बन जाएंगे।,humor
3782,72,"जब तक आप कट इट कट इट कट इट, नही सुनते..'",non-humor
3783,73,आतब तक डायरेक्टर को मारते रहेंगे मारते रहेंगे मारते रहेंगे!,non-humor
3784,74,"कट इट, सुनते ही आप नॉरमल हो जाएंगे।",non-humor
3785,75,वन। टू। थ्री।,non-humor
3786,76,अरे .. मैं यहाँ कैसे बैठ गया?,non-humor
3787,77,ओ गॉड! मैं कहाँ जा रहा था?,non-humor
3788,78,प्रेमा जी के शूटिंग में। मैं बिजी हूँ।,humor
3789,79,"ओ या! मिस्टर बिजी! आई एम इजी हु! हां, बाय बाय..",non-humor
3790,80,दिलरुबा जी! एक्शन।,non-humor
3791,81,कट इट! एक्शन!,humor
3792,82,कट !,humor
3793,83,बाय!,non-humor
3794,84,"बाय बाय, मिस्टर बिजी ।।",humor
3795,85,"दिलरुबा का बच्चा तो गया, काम से!",non-humor
3796,87,कोकी कोकी कोकी ..,non-humor
3797,88,"अकू बाई! क्या हुआ, पी ।।",non-humor
3798,89,मेरे नाम से मुझे मत बुलाना! मत बुलाना!,humor
3799,90,मैं नाचते नाचते ना थक गई हूँ! अब और नहीं होगा।,non-humor
3800,91,कल से इतना नाच क्यों रही है?,non-humor
3801,92,हाय रब्बा! मुझे भी नहीं पता मैं क्यों नाच रही हूं इतना!,non-humor
3802,93,याद करने की कोशिश कर।,non-humor
3803,94,सब कुछ याद कर लिया,non-humor
3804,95,लेकिन ये याद नहीं आ रहा है कि याद करना क्या है!,humor
3805,96,कुछ पता नहीं चल रहा हो क्या रहा है ..,non-humor
3806,97,"हैलो, कोकी!",non-humor
3807,98,"हैलो, पिंकी!",non-humor
3808,99,"ये कोकी, ये पिंकी को क्या हो गया है?",non-humor
3809,100,ये बेहुदा किसम का नाच कर रहीं है? शी शी शी।।,humor
3810,101,लगता है इसके दिमाग पे न कुछ असर हो गया है।,humor
3811,102,क्या? मैंने कुछ नहीं किया!,humor
3812,104,"चलिए। प्रेमा जी, आर यू रेडी?",non-humor
3813,105,रेडी!,non-humor
3814,106,परफेक्ट!,non-humor
3815,107,"ओके, रेडी! शंभू, रेडी ना? ओके ..",non-humor
3816,108,"हाय, टोटो! हाय, डॉल!",non-humor
3817,109,"हाय, दिल!",non-humor
3818,110,आप थोड़ा सा साइलेंस रहना। हम टेक करने जा रहे हैं।,non-humor
3819,111,"या, श्योर श्योर .. लुकिंग नाइस, ना?",non-humor
3820,112,"या, सी इज लुकिंग नाइस।",non-humor
3821,113,"हाँ, सी इज माई वाइफ, नो?",humor
3822,114,"आई नो इट, यार! कमॉन, आई नो।",non-humor
3823,115,स्टार्ट साउन्ड!,humor
3824,116,रोल कैमरा!,humor
3825,117,कट कट कट कट.. वाट हैपेन्ड? यू ओके?,non-humor
3826,118,या आई एम ओके।,non-humor
3827,119,"प्रेमा जी, ही इज ओके। ही इज़ फाइन।",non-humor
3828,120,"ओके, रेडी।",non-humor
3829,121,"ओके। मूड मूड .. गाइज़,  मूड!",non-humor
3830,122,"या या, मूड मूड.. या!",non-humor
3831,123,स्टार्ट साउन्ड!,non-humor
3832,124,रोल कैमरा! एक्शन!,non-humor
3833,125,ओ माई गॉड!,non-humor
3834,126,दिल! दिल वाट आर यू डूइंग?,non-humor
3835,127,दिल! क्या कर रहे हो।,non-humor
3836,128,क क कट..,humor
3837,129,वाट हैपेन्ड?,non-humor
3838,130,"टोटो, आर यू ओके?",non-humor
3839,131,आई एम नॉट ओके!,non-humor
3840,132,"सॉरी सॉरी, टोटो ।।",non-humor
3841,133,हम एक और टेक करते है। वी विल ट्राई वन मोर।,non-humor
3842,134,"दिल, ये तुम क्या कर रहे थे?",non-humor
3843,135,क्या क्या?,non-humor
3844,136,"दिल, पीछे हटो!",non-humor
3845,137,"या श्योर .. सर, बैठिये ना बैठिए ।।",humor
3846,138,आओ ..,non-humor
3847,139,"टोटो टोटो, रेडी। वन टेक मोर।",non-humor
3848,140,आइए।,non-humor
3849,141,सिट सिट..,non-humor
3850,142,"नाइस सी इज़ लुकिंग, ना?",humor
3851,143,या ..,non-humor
3852,144,"सी इज माई वाइफ, यू नो!",humor
3853,145,वी आर मैरीड।,humor
3854,146,स्टार्ट साउन्ड!,non-humor
3855,147,रोल कैमरा! ए..,non-humor
3856,148,ए .. पैक अप पैक अप पैक अप पैक अप..,humor
3857,150,"मुझे नानी के घर जाना है, मुझे नानी के घर जाना है, मुझे नानी के घर जाना है।",humor
3858,151,चिंटू! छोटा है क्या अब तू?,non-humor
3859,152,कितनी बार समझाया,non-humor
3860,153,गर्मियों की छुट्टियों में जाएंगे मतलब तभी जाएंगे! चुप रह अब!,non-humor
3861,154,"कोकी कोकी, क्यों रुला रही हो अपने बेटे को?",non-humor
3862,155,"अरे कैसी अजीब रट लगाई है इसने, नानी के घर जाना है नानी के घर जाना है!",non-humor
3863,156,पागल हो गया है ये!,humor
3864,157,"चिंटू बेटा, रोना बंद करो बेटा। मैं मम्मी को समझाता हूं, ठीक है?",non-humor
3865,158,तुम जा के वहा जा के सो जाओ। ठीक है?,non-humor
3866,159,चलो।,humor
3867,160,"काई रे, कोकी?",humor
3868,161,"अरे वो इतनी ज़िद कर रहा है, तो लेकर जाओ ना उसे नानी के घर।",non-humor
3869,162,अरे मुझे नहीं जाना है!,non-humor
3870,163,लो! पहली औरत देखी,non-humor
3871,164,जो माइके जाने से इनकार करती हैं।,non-humor
3872,165,"सीजन नहीं है ना। इसलिए, नहीं जा रही हूं।",non-humor
3873,166,सीजन?,non-humor
3874,167,तुम्हारी माँ के सर पे फल फूल उगाते हैं?,humor
3875,168,ऐ!,non-humor
3876,169,अरे माँ के घर जाने का कोई सीजन होता है क्या है?,non-humor
3877,170,माँ के पास पैसे होंगे तभी सीज़न होता है।,humor
3878,171,और समझदार लड़ियां तभी जारी हैं।,non-humor
3879,172,अच्छा! अरे लेकिन तुम्हारी माँ के पास थोड़े बहुत तो पैसे होंगे?,non-humor
3880,173,"थोड़े बहुत पैसे में क्या होने वाला है, केशू?",non-humor
3881,174,"और वैसे भी, तुम्हारे कहने पर तो मैं कभी नहीं जाउंगी।",humor
3882,175,ये देखो कोकी,non-humor
3883,176,क्या है ये?,non-humor
3884,177,तुम्हे नींद आ रही है।,non-humor
3885,178,नींद तो मुझे वैसे भी आ रही है केशू।,non-humor
3886,179,मुझे बीमारी नहीं है नींद ना आने की।,humor
3887,180,इधर देखो इधर देखो देखती रहो ध्यान से देखो कोकी।,non-humor
3888,181,तुम्हारी आँखें भरी हो रही है।,humor
3889,182,तुम्हे नींद आ रही है।,non-humor
3890,183,तुम सो गयी हो।,humor
3891,185,पापा! पापा!,humor
3892,186,अरे एक ही पिता है तेरा। एक ही बार बोल।,humor
3893,187,पापा!,humor
3894,188,"हां। बोल बेटा बोल ? बोल, बेटा।",humor
3895,189,एक ही बेटा है आपका एक ही बार बोलो।,humor
3896,190,"बोलो, बेटा!",humor
3897,191,माँ और मम्मी ना नानी के घर जा रहे हैं!,non-humor
3898,192,सच! सच? कोकी!,non-humor
3899,193,कोकी! ये मैं क्या सुन रहा हूँ? कोकी,non-humor
3900,194,तुम भी बच्चों की,humor
3901,195,ज़िद मे आकर नानी के घर रा रही हो?,non-humor
3902,196,"केशू, मुझे मम्मी के घर जाना है।",non-humor
3903,197,"मम्मी, मुझे नानी के घर जाना हूँ।",non-humor
3904,198,"केशू, मुझे मम्मी के घर जाना है।",humor
3905,199,"मम्मी, मुझे नानी के घर जाना हूँ।",humor
3906,200,"कोकी, लेकिन तुम दोनों चले गए, तो मैं यहाँ अकेला हो जाउंगा ना?",humor
3907,201,"ठीक है, केशू, अगर ऐसी बात है तो हम नहीं जाएंगे।",humor
3908,202,लेकिन मुझे मम्मी के घर जाना है।,non-humor
3909,203,मुझे नानी के घर जाना हूँ।,humor
3910,204,ठीक है ठीक है ठीक है.. अभी तुम लोगों ने डिसाइड कर  लिया है तो चली जाओ।,non-humor
3911,205,खामखा खर्चा होगा ना केशू?,non-humor
3912,206,काई का खामखा?,humor
3913,207,काई का खर्चा? चकूनी कितने पैसे चाहिए?,humor
3914,208,मैं देता हूं पैसे। ओके? 100 रुपये ? 200 रुपये?,non-humor
3915,209,500 रुपये? 500 रुपये में हो जाएगा। ये लो।,non-humor
3916,210,"केशू, मुझे मम्मी के घर जाना है।",humor
3917,211,"मम्मी, मुझे नानी के घर जाना हूँ।",humor
3918,212,500 सौ।,non-humor
3919,213,"चिंटू, बेटा!",non-humor
3920,214,बोलो पापा!,non-humor
3921,215,"तुम टीचर को जा के बता दो कि तुम 15 दिनों तक बिज़ी रहोगे। ओके बेटा ?- ओके, पापा!",humor
3922,216,केशू ..,non-humor
3923,217,मम्मी के घर जाना है।,humor
3924,218,मम्मी..,non-humor
3925,219,नानी के घर जाना है।,humor
3926,220,चलो चलो चलो चलो..,humor
3927,221,जल्दी जल्दी जल्दी ..,humor
3928,222,मुझे प्रेमा जी के घर जाना हूं।,humor
3929,224,"हाँ, टोटो। आज दिल नहीं आएगा शूट पे।",humor
3930,225,आ रही हूँ मैं। मिलती हूं मैं आके शूट पर। बाय!,non-humor
3931,226,"बड़ा कॉम्प्लिकेटेड सिटिंग अरेंजमेंट है, प्रेमा जी।",humor
3932,227,बट इट्स गुड। बैठिए बैठिए ..,non-humor
3933,228,"क्या बात है, प्रेमा जी? आपका मूड ठीक नहीं है?",non-humor
3934,229,बिलकुल भी ठीक नहीं है!,non-humor
3935,230,"पता है, कल सेट पर आकर दिल ने सबको अपसेट कर दिया।",humor
3936,231,क्यों? क्या हुआ?,non-humor
3937,232,पता है उसने क्या किया?,non-humor
3938,233,"कल जैसे ही टोटो ने, 'एक्शन', बोला ना उसने टोटो को मारना शुरू कर दिया।",humor
3939,234,और मारता रहा मारता रहा मारता रहा मारता रहा जब तक टोटो ने कट नहीं कह दिया!,non-humor
3940,235,टोटो ने कट ही क्यों कहा?,humor
3941,236,"आप मुझसे बात मत कीजिए, केशू जी। मैं बिलकुल भी बात करने के मूड में नहीं हूं।",non-humor
3942,237,मैं तो शूटिंग पे जाने के भी मूड में नहीं हूं।,non-humor
3943,238,"पर क्या करूँ! आज, 12 बजे तक शूट है!",non-humor
3944,239,प्रेमा जी अगर मैं कुछ ऐसा करूं जिससे आपका मूड बिलकुल ठीक हो जाए तो?,humor
3945,240,आप क्या कर सकते हैं?,non-humor
3946,241,"गिव मी अ मिनट, आई हैव समथिंग",non-humor
3947,242,क्या है ये?,non-humor
3948,243,ये देखिये,non-humor
3949,244,क्या देखु ।,non-humor
3950,245,इसे देखिये इसे.. देखती रहिए।,humor
3951,246,प्रेमा जी आपकी पलकें भारी हो रही है।,humor
3952,247,आपको नींद आ रही है।,non-humor
3953,248,आप सो गयी हैं।,humor
3954,249,प्रेमा जी!,humor
3955,250,"अब, आप मेरी बात ध्यान से सुनेंगी।",non-humor
3956,251,और जो कुछ भी मैं कहुंगा वही करेंगी।,non-humor
3957,252,"आज, आप ठीक वक्त पर शूटिंग के लिए जाएंगी।",humor
3958,253,"रात को ठीक 10:00 बजे, आपको मेरी बेतहाशा याद आएगी",non-humor
3959,254,यानी केशव कुलकर्णी की।,humor
3960,255,शूटिंग में आप स्क्रिप्ट टोटो के मुह पर मार कर,non-humor
3961,256,"सीधी मेरे घर चली आएंगी, ठीक 11:00 बजे",humor
3962,257,"मेरे घर आकर आप मुझसे कहेंगी,",non-humor
3963,258,"केशू, मेरे प्यारे केशू।'",humor
3964,259,मैं तुम्हारे घर में आराम करना चाहती हूँ।',humor
3965,260,बस आप आराम करना बाकी मैं सम्हाल लुंगा।,non-humor
3966,261,वन! टू! थ्री!,non-humor
3967,262,"केशू जी, इतना रिलैक्स्ड फील कर रहीं हूं ना",non-humor
3968,263,शूट पे जाने का बिलकुल मन ही नहीं ..,humor
3969,264,ओ माई गॉड! मुझे शूट पे जाना है! मैं लेट हो रही हूँ!,non-humor
3970,265,मुझे जाना है मुझे जाना है ..,non-humor
3971,266,"चलिए चलिए, मुझे लिफ्ट दे दीजिए।",humor
3972,267,"नहीं नहीं वो, मैं .. मैं मैं एक फोन करके ना थोड़ी देर के बाद जाउंगी।",non-humor
3973,268,"तो, आप आप जाइए, मैं बाद में जाती हूं।",non-humor
3974,269,"ओके, नो प्रॉबलम। अगर आप साथ चलती",non-humor
3975,270,तो मुझे ड्रॉप करने का मौका मिलता।,humor
3976,271,रात को मिलते हैं.. बाय!,humor
3977,273,"क्या बात कर रहा है, कुलकर्णी? सच्ची?",non-humor
3978,274,"100 टका सच्ची, गोखले!",non-humor
3979,275,गोखले सच बात बताऊं मुझे थोड़ा सा डर लग रहा है।,humor
3980,276,"तूझे क्या, मुझे भी थोड़ा सा डर लग रहा है।",non-humor
3981,277,"गोखले, तू मेरे साथ है।",non-humor
3982,278,"हट, पागल है क्या?",non-humor
3983,279,"प्रेमा जी ने देख लिया, तो तेरे साथ साथ मुझे भी मारेगी।",humor
3984,280,मैं नहीं आऊँगा।,humor
3985,281,"अरे, नहीं नही मैं तुझे छुपा लुगा ना।",humor
3986,282,तू साथ रह।,non-humor
3987,283,"ओके, तो मिलते है रात को 11:00 बजे बाय!",humor
3988,284,"गोखले, तू अभी से साथ रह।",humor
3989,285,"ओके, लेकिन तू मुझे खाना खिलाएगा तो।",non-humor
3990,286,लेकिन सिर्फ खाना।,humor
3991,287,"कुलकर्णी, थोड़ी थोड़ी ।।",non-humor
3992,288,थोड़ी। हिम्मत के लिए। थोड़ी,non-humor
3993,289,थोड़ी। जय जादूगर नजरबंदी!,humor
3994,291,गोखले! गोखले ।। गोखले ।। गोखले ।। गोखले।,non-humor
3995,292,प्रेमा जी यहां 11:00 बजे मेरे घर में आएंगी,non-humor
3996,293,आई ग! 11 बजने में सिर्फ 5 कम हैं!,humor
3997,294,11 बजने में सिर्फ 5 कम हैं? ये भी क्या कम है?,humor
3998,295,ये सब तेरी वजह से हुआ है.. पीने की क्या जरूरत थी?,non-humor
3999,296,होटल कौन ले के गया था?,humor
4000,297,हा तो खाना खाने के लिए लेके गया था,humor
4001,298,पीने के लिए नहीं। इडियट!,humor
4002,299,"ऐ, मुझे गुस्सा मत दिला। अगर मुझे गुस्सा आ गया ना, तो।।",non-humor
4003,300,तो क्या? डॉगी बनेगा?,humor
4004,301,"नहीं, इस बार मैं शेर बन जाऊंगा।",non-humor
4005,302,"जा जा छिप जा, गोखले।",non-humor
4006,303,मेरी डॉल के आने का वक्त हो गया है।,non-humor
4007,304,ऐ कौन डॉल?,non-humor
4008,305,मेरे दिल की डॉल!,humor
4009,306,प्रेमा जी!,humor
4010,307,हाए!,humor
4011,308,"देख, देख देख गोखले ।।",humor
4012,309,प्रेमा जी दिल में टिंग टोंग टिंग टोंग घंटी बजा रहीं हैं।,humor
4013,310,इडियट! दरवाजे की बेल बज रही है!,humor
4014,311,प्रेमा जी आ गईं!,non-humor
4015,312,जा जा छुप जा!,humor
4016,313,"ऐ, दरवाजा इधर है!",non-humor
4017,314,"अरे मुझे पता है, इडियट! मेरा घर है।",non-humor
4018,315,मैं तेरे छिपने के लिए जगह बना रहा हूं। जा।,humor
4019,316,अरे .. जा .. जा जा,non-humor
4020,317,"केशू, मेरे प्यारे केशू!",humor
4021,318,प्रेमा जी! आप यहां?,non-humor
4022,319,"केशू, मुझे आपकी बहुत याद आ रही थी। तो मैं शूट छोड़ कर",non-humor
4023,320,दबे पांव सीधा यहां आ गईं।,humor
4024,321,क्या मैं आपके घर में थोड़ा आराम कर सकती हूँ?,humor
4025,322,आराम? मेरे घर में?,non-humor
4026,323,हाँ।,non-humor
4027,324,क्यों?,non-humor
4028,325,क्योंकि दिल घर पे नहीं है,non-humor
4029,326,और अकेले में ना मेरा दिल घबराता है।,humor
4030,327,"तो, फिर मेरे दिल ने कहा कि मुझे केशू के दिल ।।",humor
4031,328,मेरा मतलब है केशू के घर में घुस  जाना चाहिए।,non-humor
4032,329,मैं आराम करु?,non-humor
4033,330,आपको अगर बुरा लगे तो मैं चली जाती हूं।,non-humor
4034,331,"नहीं नहीं नही .. प्रेमा जी, बुरा लगने की कोई बात ही नहीं है।",humor
4035,332,आप मेरे इस घर में कहाँ आराम करना चाहेंगी?,non-humor
4036,333,बेडरुम।,non-humor
4037,334,बेडरूम आप ही के लिए तो सजा है।,humor
4038,335,वहाँ?,non-humor
4039,336,"कुलकर्णी, यहाँ क्यों खड़ा है? अंदर जा।",non-humor
4040,337,"कैसे जाऊं, गोखले? कैसे जाऊं? मेरा दिल घबरा रहा है।",non-humor
4041,338,क्या कर रहा है? घबरा रहा है,humor
4042,339,घबरा रहा है।,humor
4043,340,घबराने की कोई जरुरत नहीं। अंदर जा।,humor
4044,341,अरे मुझे डर लग रहा है!,humor
4045,342,क्या लग रहा?,non-humor
4046,343,डर लग रहा है।,humor
4047,344,डर लग गहा है।,non-humor
4048,345,देख जो डर गया सो मर गया!,humor
4049,346,जा!,non-humor
4050,347,जा!,non-humor
4051,349,प्रेमा जी।,non-humor
4052,350,प्रेमा जी!,non-humor
4053,351,सो गईं?,non-humor
4054,352,नहीं तो।,non-humor
4055,353,तो फिर?,non-humor
4056,354,शर्मा रही हूं।,humor
4057,355,"शर्माने से काम नहीं चलेगा, प्रेमा जी।",humor
4058,356,तो फिर?,non-humor
4059,357,"कभी ना कभी, तो ये पर्दा हमारे बीच में से हटाना पड़ेगा ना",humor
4060,358,"हमारे बीच, सही?",humor
4061,359,हटाइये ना।,humor
4062,360,उ हूं।,humor
4063,361,छोड़िए हटाइये ना।,humor
4064,362,उ हूं।,humor
4065,363,"ओके, मैं हटा देता हूं।",humor
4066,364,लेट मी हैव द ऑनर्स।,non-humor
4067,365,केशू जी!,humor
4068,366,"प्रेमा जी! के-कोकी, तुम!",non-humor
4069,367,हाँ मैं!,non-humor
4070,368,"तुम तो माइके गई थी, ना?",non-humor
4071,369,मैंने नाटक किया था नाटक केशू।,non-humor
4072,370,जो मैंने और कोकी जी ने मिल के किया।,non-humor
4073,371,मतलब?,non-humor
4074,372,मतलब पहले दिन से ही मुझे तुम पर शक था।,humor
4075,373,लेकिन शक यकीन मे तब बदला जब तुम्हारे पॉकेट में से ये क्रिस्टल बॉल निकला।,humor
4076,374,तो.. मेरे पास है वो,non-humor
4077,375,नकली है मैंने बदल दिया।,non-humor
4078,376,और इसी नकली क्रिस्टल बॉल से आपने मुझे और कोकि जी को हिप्नोटाइज किया।,non-humor
4079,377,"इसकी सजा तुम्हें बराबर मिलेगी, केशू! बराबर!",humor
4080,378,क्या है इस नादान बालक की सजा?,non-humor
4081,379,आज से अगले 7 दिन तक आप ना तो मेरी शकल देख पाएंगें ना मेरा आवाज सुन पाएंगे।,humor
4082,380,"ठीक है, प्रेमा जी, आठवें दिन मिलते हैं।",non-humor
4083,381,केशू!,humor
4084,0,पापा ..,non-humor
4085,1,"बोल, बेटा।",non-humor
4086,2,"आप का हो जाए ना, तो मेरे भी नाखून काट देना।",humor
4087,3,आई ग!,non-humor
4088,4,क्या हुआ?,non-humor
4089,5,केशू की 10 में से 9 उंगली हो जाती।,humor
4090,6,क्या मतलब?,non-humor
4091,7,"कितनी बार कहा है, कोकी",non-humor
4092,8,कि नाखून काटते समय मुझे डिस्टर्ब मत किया करो।,non-humor
4093,9,"केशू, मेरे गुलाब के पौधे पर थाड़ा सा पानी डाल दो ना।",humor
4094,10,वो मेरा काम नहीं है।,non-humor
4095,11,अच्छा है।,non-humor
4096,12,मेरे मरने के बाद मेरे मुह में  गंगा जल भी मत डालना।,non-humor
4097,13,लोगों से कह देना ये मेरा काम नहीं है।,humor
4098,14,अरे नहीं। तब तो तुम्हारे मुंह में बाल्टी भर के गंगा जल डालुंगा मैं।,humor
4099,15,अच्छा?,humor
4100,16,हाँ।,non-humor
4101,17,अच्छा?,humor
4102,18,हाँ।,non-humor
4103,19,"हाय, प्रेमा जी!",humor
4104,20,प्रेमा जी!,non-humor
4105,21,कहाँ है प्रेमा जी?,non-humor
4106,22,क्यूं? थोड़ी देर पहले मैंने बोला था मेरे गुलाब के पौधे को पानी डालो,non-humor
4107,23,तब नहीं आए थे।,non-humor
4108,24,"प्रेमा जी का नाम सुनते ही टपक पड़े, हा?",humor
4109,25,लाओ लाओ। डाल डेता हूं। लाओ।,non-humor
4110,26,कोई जरुरत नहीं है।,humor
4111,27,"हाय, कोकी जी।",humor
4112,28,हाय।,non-humor
4113,29,ये दिलरुबा का बच्चा तुम्हें हाय तो ऐसे करता है,humor
4114,30,जैसे कि तुम उसके पिछले जन्म की बीवी हो।,humor
4115,31,तुम प्रेमा जी को हाय ऐसे करते हो,humor
4116,32,जैसे कि वह तुम्हारे इसी जन्म की बीवी है।,humor
4117,33,"कैसी हैं आप, कोकी जी?",humor
4118,34,अच्छी हूं।,non-humor
4119,35,दिल!,non-humor
4120,36,तुम्हें शर्म नहीं आती हमारी  बालकनी में खड़े होकर तुम,non-humor
4121,37,"एक पराई औरत से नजरें मिला रहे हो? हाय, केशू जी।",humor
4122,38,अरे शर्म किस बात की?,non-humor
4123,39,कोकी जी और मेरा तो जन्म जन्मांतर का साथ है।,humor
4124,40,अच्छा?,non-humor
4125,41,अगर तुम अभी अंदर नहीं गए ना,non-humor
4126,42,तो हमारा इस जन्म का साथ टूट जाएगा।,humor
4127,43,और तुम्हारा ये जन्म  छोटा हो जाएगा।,humor
4128,44,तुम चलो। मैं आता हूं।,non-humor
4129,45,"दिल, अभी अंदर जाओ।",non-humor
4130,46,लेट मी टेल यू समथिंग। यू आर बिग जे।,humor
4131,47,बिग जे।,humor
4132,48,"मी, एण्ड जैलस?",non-humor
4133,49,"हाय, प्रेमा जी।",humor
4134,50,"बाय, प्रेमा जी।",non-humor
4135,51,बाय।,humor
4136,53,दिल!,non-humor
4137,54,दिल!,non-humor
4138,55,दिल ..,non-humor
4139,56,क्या है?,non-humor
4140,57,कम हियर।,non-humor
4141,58,वॉट?,non-humor
4142,59,"आज के बाद, अगर तुमने  कोकी जी को इशारे किए ना तो देख लेना",non-humor
4143,60,बालकनी में खड़े होकर।,humor
4144,61,इसमें बुरा क्या है।,non-humor
4145,62,बुरा क्या है? तुम मेरे पति हो।,non-humor
4146,63,"वाकई, ये बहुत बुरी बात है।",humor
4147,64,एक्सक्यूज मी। मैं एक बहुत ही मशहूर एक्ट्रेस हूं।,non-humor
4148,65,ओ हो हो .. बुरी बात तो ये है कि तुम ऐसा समझती हो।,non-humor
4149,66,वाट डू यू मीन? हां,non-humor
4150,67,पूरी दुनिया तुम्हें मेरे पति के नाम से जानती है।,non-humor
4151,68,वाट!,humor
4152,69,ये तो बहुत बुरी बात है।,non-humor
4153,70,शट अप!,non-humor
4154,71,यू शट अप!,non-humor
4155,72,यू शट अप!,non-humor
4156,73,यू शट अप!,non-humor
4157,74,"दिल, टेक इट सीरियसली!",non-humor
4158,75,एण्ड यू टेक इट लाइटली।,humor
4159,76,नो।,non-humor
4160,77,यू टेक इट इजली।,humor
4161,78,नो।,non-humor
4162,79,"देन, डोन्ट टेक इट।",humor
4163,80,दिल!,non-humor
4164,81,अरे डॉल,non-humor
4165,82,तुम सुबह सुबह इतना गुस्सा क्यूं हो रही हो?,non-humor
4166,83,गुस्सा नहीं हूं तो क्या करुं? तुम मेरा नाम जो खराब कर रहे हो।,non-humor
4167,84,अच्छा? जैसे कि मेरा नाम  कुछ है ही नहीं।,non-humor
4168,85,क्या नाम है तुम्हारा?,humor
4169,86,वाट !,humor
4170,87,तुम मेरा नाम भूल गई?,humor
4171,88,इतना टाइम हो गया। भूल गई।,humor
4172,89,बताओ।,non-humor
4173,90,पूरा नाम बताउंगा ना,humor
4174,91,तो उसके वजन के नीचे दब जाओगी।,humor
4175,92,"हां, बताओ।",non-humor
4176,93,दिलरुबा जरनैल सिंह खुराना!,humor
4177,94,अच्छा?,non-humor
4178,95,हाँ।,non-humor
4179,96,दिलरुबा जरनैल सिंह खुराना जी,non-humor
4180,97,आपको इस नाम से कोई  जानता नहीं है।,humor
4181,98,"आई एम सॉरी टू से, लेकिन सब तुम्हें",non-humor
4182,99,सिर्फ प्रेमा शालिनी के पति के नाम से जानते हैं।,humor
4183,100,डॉल का दिल।,non-humor
4184,101,"देखना, मैडम।",non-humor
4185,102,जब मेरा फोटो मैगजीन में आएगा।,non-humor
4186,103,न्यज पेपर में छपेगा,non-humor
4187,104,और मैं इंटरनेट सेनशेशन बन जाऊंगा।,humor
4188,105,तब देखना।,non-humor
4189,106,क्या देखना ?,non-humor
4190,107,"लोग कहेंगे, वो देखो वो देखो।",non-humor
4191,108,श्रिमान दिलरुबा जरनैल सिंह खुराना की श्रिमती,non-humor
4192,109,रसते में 'पानी पुरी' खा रही है।,humor
